max_procs,avg_secs
1,8.834703
2,5.617413
3,4.587819
4,3.721656
5,3.053662
6,3.041426
7,2.469378
8,2.534954
9,2.407247
10,2.019985
11,1.994421
12,1.940999
13,2.025072
14,2.098603
15,2.064153
16,2.018959
17,2.066653
18,1.995236
19,2.070563
20,1.660752
