max_procs,avg_secs
1,5.424576
2,2.656772
3,1.761748
4,1.401217
5,1.211780
6,1.052292
7,0.935898
8,0.781889
9,0.782956
10,0.749876
11,0.704738
12,0.632343
13,0.577888
14,0.559318
15,0.557620
16,0.491807
17,0.507486
18,0.477747
19,0.485187
20,0.475448
