max_procs,avg_secs
1,8.271883
2,8.225294
3,8.645099
4,8.885136
5,8.742468
6,8.460316
7,8.513054
8,8.200076
9,8.234784
10,8.301656
11,8.493242
12,9.075370
13,8.327533
14,8.526418
15,8.603155
16,8.251288
17,8.536231
18,8.516511
19,8.228038
20,8.060452
