max_procs,avg_secs
1,8.253448
2,5.846251
3,4.796778
4,3.822956
5,3.976299
6,3.594787
7,3.018068
8,3.243070
9,2.831709
10,2.653912
11,2.777098
12,2.601862
13,2.314071
14,2.263834
15,2.265572
16,2.119388
17,2.210398
18,2.063121
19,1.927702
20,1.815850
