max_procs,avg_secs
1,8.264162
2,4.671931
3,3.613816
4,2.943348
5,2.504289
6,2.296108
7,2.063957
8,1.946901
9,2.065432
10,1.957141
11,1.962876
12,1.815236
13,1.868813
14,1.920737
15,1.971154
16,1.799365
17,1.818773
18,1.762905
19,1.926808
20,1.846176
