max_procs,avg_secs
1,8.413588
2,4.487298
3,3.504596
4,2.662922
5,2.372205
6,2.073765
7,1.864019
8,1.812607
9,1.788994
10,1.851975
11,1.806484
12,1.692993
13,1.797546
14,1.770227
15,1.634476
16,1.712235
17,1.671557
18,1.668226
19,1.672493
20,1.597486
